date,store_nbr,family,actual,naive,individual_lstm,global_simple_lstm,global_lstm,onpromotion,is_payday
2017-07-19,44,GROCERY I,4602.0,3644.9,3510.1,3546.5,4394.0,12,0
2017-07-20,44,GROCERY I,3616.2,3256.7,2958.9,3281.7,3488.7,0,0
2017-07-21,44,GROCERY I,2787.0,3046.8,2756.6,3165.1,3043.5,0,0
2017-07-22,44,GROCERY I,3812.3,4351.2,3105.0,3350.8,3537.6,0,0
2017-07-23,44,GROCERY I,3673.6,3657.7,3078.2,3731.0,3616.5,0,0
2017-07-24,44,GROCERY I,3073.1,3350.0,3146.2,3285.4,3273.9,0,0
2017-07-25,44,GROCERY I,3541.8,3193.0,3462.6,3437.6,3549.2,0,0
2017-07-26,44,GROCERY I,3739.2,4602.0,3659.7,3844.7,3539.5,0,0
2017-07-27,44,GROCERY I,3408.9,3616.2,3316.4,3289.6,3412.6,0,0
2017-07-28,44,GROCERY I,3101.7,2787.0,3203.4,3127.5,2971.5,0,0
2017-07-29,44,GROCERY I,3345.6,3812.3,3211.5,3464.8,3458.0,0,0
2017-07-30,44,GROCERY I,5644.7,3673.6,2684.8,4337.0,5430.6,12,1
2017-07-31,44,GROCERY I,4065.5,3073.1,2929.5,4068.8,4308.4,0,1
2017-08-01,44,GROCERY I,3531.8,3541.8,3404.8,3503.1,3539.1,0,0
2017-08-02,44,GROCERY I,3476.0,3739.2,3158.7,3478.0,3640.6,0,0
2017-08-03,44,GROCERY I,3262.9,3408.9,3509.5,3423.9,3494.7,0,0
2017-08-04,44,GROCERY I,3227.2,3101.7,3504.2,2948.6,3027.7,0,0
2017-08-05,44,GROCERY I,3707.7,3345.6,3543.9,3680.8,3655.2,0,0
2017-08-06,44,GROCERY I,3707.8,5644.7,3192.3,3518.2,3610.4,0,0
2017-08-07,44,GROCERY I,3003.4,4065.5,3629.3,3154.0,3089.1,0,0
2017-08-08,44,GROCERY I,3494.9,3531.8,3489.1,3522.3,3585.2,0,0
2017-08-09,44,GROCERY I,3857.1,3476.0,3410.0,3403.2,3645.2,0,0
2017-08-10,44,GROCERY I,4316.8,3262.9,3160.0,3243.5,4257.2,12,0
2017-08-11,44,GROCERY I,3422.2,3227.2,2976.2,3185.3,3055.0,0,0
2017-08-12,44,GROCERY I,3582.1,3707.7,3081.1,3344.3,3482.6,0,0
2017-08-13,44,GROCERY I,3632.7,3707.8,3302.8,3369.0,3497.6,0,0
2017-08-14,44,GROCERY I,3144.4,3003.4,3246.2,3267.6,3186.8,0,0
2017-08-15,44,GROCERY I,4695.9,3494.9,3447.2,4320.4,4514.6,0,1
2017-06-16,44,HARDWARE,25.6,21.5,31.3,22.7,29.6,12,0
2017-06-17,44,HARDWARE,32.1,17.2,39.4,26.7,31.0,0,0
2017-06-18,44,HARDWARE,39.1,18.7,37.8,26.4,34.9,0,0
2017-06-19,44,HARDWARE,27.0,25.0,21.1,25.3,26.0,0,0
2017-06-20,44,HARDWARE,25.3,31.3,20.4,26.6,31.6,0,0
2017-06-21,44,HARDWARE,35.0,32.8,31.6,21.4,32.8,0,0
2017-06-22,44,HARDWARE,34.5,28.5,13.3,29.5,27.7,0,0
2017-06-23,44,HARDWARE,18.5,25.6,25.2,25.2,22.3,0,0
2017-06-24,44,HARDWARE,28.5,32.1,23.2,19.7,28.4,0,0
2017-06-25,44,HARDWARE,30.8,39.1,21.7,25.7,30.7,0,0
2017-06-26,44,HARDWARE,21.1,27.0,12.2,27.2,27.3,0,0
2017-06-27,44,HARDWARE,41.5,25.3,33.5,37.5,35.4,12,0
2017-06-28,44,HARDWARE,32.2,35.0,26.2,31.7,34.5,0,0
2017-06-29,44,HARDWARE,30.6,34.5,18.1,25.4,30.6,0,0
2017-06-30,44,HARDWARE,25.8,18.5,0.0,26.7,29.5,0,1
2017-07-01,44,HARDWARE,27.0,28.5,24.1,32.8,25.2,0,0
2017-07-02,44,HARDWARE,34.4,30.8,39.6,27.0,29.3,0,0
2017-07-03,44,HARDWARE,23.1,21.1,38.3,22.2,27.3,0,0
2017-07-04,44,HARDWARE,39.9,41.5,25.7,28.6,31.0,0,0
2017-07-05,44,HARDWARE,30.8,32.2,25.6,28.3,30.7,0,0
2017-07-06,44,HARDWARE,29.6,30.6,31.2,28.4,27.4,0,0
2017-07-07,44,HARDWARE,26.2,25.8,14.6,27.7,23.1,0,0
2017-07-08,44,HARDWARE,29.1,27.0,26.8,29.1,36.0,12,0
2017-07-09,44,HARDWARE,21.9,34.4,31.6,28.4,30.0,0,0
2017-07-10,44,HARDWARE,17.4,23.1,34.8,24.0,24.4,0,0
2017-07-11,44,HARDWARE,37.6,39.9,28.6,24.8,30.3,0,0
2017-07-12,44,HARDWARE,30.0,30.8,28.8,34.7,30.9,0,0
2017-07-13,44,HARDWARE,41.3,29.6,20.4,27.7,31.2,0,0
2017-07-14,44,HARDWARE,18.7,26.2,16.0,21.4,21.1,0,0
2017-07-15,44,HARDWARE,38.9,29.1,22.5,44.4,39.1,0,1
2017-07-16,44,HARDWARE,38.5,21.9,28.4,30.3,33.1,0,0
2017-07-17,44,HARDWARE,35.0,17.4,32.3,22.4,26.7,0,0
2017-07-18,44,HARDWARE,41.6,37.6,23.0,28.8,30.2,0,0
2017-07-19,44,HARDWARE,45.8,30.0,42.4,35.6,39.4,12,0
2017-07-20,44,HARDWARE,33.6,41.3,25.3,28.3,28.3,0,0
2017-07-21,44,HARDWARE,24.5,18.7,22.4,17.0,20.1,0,0
2017-07-22,44,HARDWARE,33.1,38.9,18.4,31.2,29.5,0,0
2017-07-23,44,HARDWARE,28.0,38.5,6.0,26.9,28.3,0,0
2017-07-24,44,HARDWARE,20.9,35.0,32.1,31.6,27.1,0,0
2017-07-25,44,HARDWARE,31.2,41.6,35.3,34.1,30.2,0,0
2017-07-26,44,HARDWARE,31.9,45.8,28.2,30.1,32.8,0,0
2017-07-27,44,HARDWARE,26.2,33.6,28.0,32.4,28.8,0,0
2017-07-28,44,HARDWARE,25.0,24.5,26.7,22.3,21.2,0,0
2017-07-29,44,HARDWARE,34.0,33.1,11.8,31.0,29.9,0,0
2017-07-30,44,HARDWARE,46.9,28.0,21.2,36.2,43.8,12,1
2017-07-31,44,HARDWARE,41.1,20.9,31.4,27.3,34.6,0,1
2017-08-01,44,HARDWARE,25.5,31.2,19.3,28.1,28.6,0,0
2017-08-02,44,HARDWARE,31.8,31.9,32.8,35.2,32.7,0,0
2017-08-03,44,HARDWARE,24.9,26.2,16.6,26.8,31.7,0,0
2017-08-04,44,HARDWARE,12.2,25.0,26.3,20.6,19.9,0,0
2017-08-05,44,HARDWARE,28.8,34.0,24.1,24.6,27.7,0,0
2017-08-06,44,HARDWARE,30.1,46.9,12.5,30.8,31.3,0,0
2017-08-07,44,HARDWARE,32.6,41.1,34.3,32.2,25.3,0,0
2017-08-08,44,HARDWARE,34.4,25.5,23.5,26.6,31.6,0,0
2017-08-09,44,HARDWARE,27.7,31.8,24.0,31.7,33.3,0,0
2017-08-10,44,HARDWARE,44.7,24.9,29.0,32.9,35.6,12,0
2017-08-11,44,HARDWARE,27.6,12.2,31.8,21.8,23.6,0,0
2017-08-12,44,HARDWARE,32.1,28.8,16.2,29.6,29.6,0,0
2017-08-13,44,HARDWARE,29.6,30.1,25.9,25.6,30.0,0,0
2017-08-14,44,HARDWARE,20.2,32.6,28.4,26.5,26.2,0,0
2017-08-15,44,HARDWARE,38.1,34.4,34.9,34.9,42.4,0,1
2017-06-16,44,LAWN AND GARDEN,42.5,32.8,40.5,37.0,42.4,12,0
2017-06-17,44,LAWN AND GARDEN,37.5,26.3,37.5,43.6,42.8,0,0
2017-06-18,44,LAWN AND GARDEN,54.4,28.6,57.6,49.1,45.8,0,0
2017-06-19,44,LAWN AND GARDEN,37.2,38.0,31.0,39.4,37.8,0,0
2017-06-20,44,LAWN AND GARDEN,32.2,47.4,46.7,43.0,46.1,0,0
2017-06-21,44,LAWN AND GARDEN,55.6,49.7,37.9,49.7,48.6,0,0
2017-06-22,44,LAWN AND GARDEN,39.5,43.2,26.9,36.8,46.9,0,0
2017-06-23,44,LAWN AND GARDEN,32.2,42.5,27.5,34.1,34.4,0,0
2017-06-24,44,LAWN AND GARDEN,46.6,37.5,36.6,42.3,43.1,0,0
2017-06-25,44,LAWN AND GARDEN,48.0,54.4,33.8,43.4,47.8,0,0
2017-06-26,44,LAWN AND GARDEN,43.0,37.2,30.2,37.4,37.2,0,0
2017-06-27,44,LAWN AND GARDEN,55.0,32.2,28.8,36.8,59.2,12,0
2017-06-28,44,LAWN AND GARDEN,53.3,55.6,45.3,45.3,50.1,0,0
2017-06-29,44,LAWN AND GARDEN,41.4,39.5,24.8,42.9,42.7,0,0
2017-06-30,44,LAWN AND GARDEN,51.3,32.2,42.9,42.3,46.3,0,1
2017-07-01,44,LAWN AND GARDEN,48.6,46.6,37.9,37.4,40.0,0,0
2017-07-02,44,LAWN AND GARDEN,40.1,48.0,22.3,50.6,43.3,0,0
2017-07-03,44,LAWN AND GARDEN,45.6,43.0,34.5,33.8,35.1,0,0
2017-07-04,44,LAWN AND GARDEN,43.6,55.0,36.1,50.7,47.4,0,0
2017-07-05,44,LAWN AND GARDEN,55.4,53.3,49.8,50.0,53.5,0,0
2017-07-06,44,LAWN AND GARDEN,45.8,41.4,56.7,39.3,48.5,0,0
2017-07-07,44,LAWN AND GARDEN,45.7,51.3,13.4,42.3,34.6,0,0
2017-07-08,44,LAWN AND GARDEN,53.4,48.6,38.3,36.6,54.5,12,0
2017-07-09,44,LAWN AND GARDEN,44.2,40.1,36.8,48.9,41.7,0,0
2017-07-10,44,LAWN AND GARDEN,37.9,45.6,45.5,42.9,36.7,0,0
2017-07-11,44,LAWN AND GARDEN,45.3,43.6,47.0,42.7,45.1,0,0
2017-07-12,44,LAWN AND GARDEN,55.3,55.4,37.8,54.8,47.7,0,0
2017-07-13,44,LAWN AND GARDEN,31.9,45.8,38.1,41.2,42.6,0,0
2017-07-14,44,LAWN AND GARDEN,25.4,45.7,25.4,35.0,31.8,0,0
2017-07-15,44,LAWN AND GARDEN,50.1,53.4,49.1,51.7,51.3,0,1
2017-07-16,44,LAWN AND GARDEN,53.3,44.2,38.9,43.8,47.9,0,0
2017-07-17,44,LAWN AND GARDEN,50.0,37.9,59.3,42.0,35.4,0,0
2017-07-18,44,LAWN AND GARDEN,46.7,45.3,43.9,49.9,47.6,0,0
2017-07-19,44,LAWN AND GARDEN,59.2,55.3,38.3,39.4,63.7,12,0
2017-07-20,44,LAWN AND GARDEN,43.7,31.9,24.7,48.8,40.7,0,0
2017-07-21,44,LAWN AND GARDEN,40.9,25.4,14.2,25.4,26.8,0,0
2017-07-22,44,LAWN AND GARDEN,37.8,50.1,19.3,47.5,43.2,0,0
2017-07-23,44,LAWN AND GARDEN,48.3,53.3,41.6,49.9,48.8,0,0
2017-07-24,44,LAWN AND GARDEN,44.8,50.0,43.7,32.7,42.8,0,0
2017-07-25,44,LAWN AND GARDEN,50.9,46.7,26.9,44.0,44.0,0,0
2017-07-26,44,LAWN AND GARDEN,51.0,59.2,56.2,42.5,50.4,0,0
2017-07-27,44,LAWN AND GARDEN,50.2,43.7,36.2,41.4,41.9,0,0
2017-07-28,44,LAWN AND GARDEN,13.9,40.9,36.0,32.1,32.7,0,0
2017-07-29,44,LAWN AND GARDEN,49.0,37.8,55.1,46.3,50.3,0,0
2017-07-30,44,LAWN AND GARDEN,66.0,48.3,48.7,58.8,64.0,12,1
2017-07-31,44,LAWN AND GARDEN,38.5,44.8,35.0,52.8,50.9,0,1
2017-08-01,44,LAWN AND GARDEN,51.0,50.9,34.6,43.2,48.2,0,0
2017-08-02,44,LAWN AND GARDEN,59.3,51.0,22.1,46.9,51.9,0,0
2017-08-03,44,LAWN AND GARDEN,42.2,50.2,33.6,34.2,43.2,0,0
2017-08-04,44,LAWN AND GARDEN,39.5,13.9,32.0,29.6,33.8,0,0
2017-08-05,44,LAWN AND GARDEN,55.6,49.0,26.0,47.2,42.9,0,0
2017-08-06,44,LAWN AND GARDEN,55.8,66.0,37.2,52.3,46.8,0,0
2017-08-07,44,LAWN AND GARDEN,49.5,38.5,38.9,32.0,37.2,0,0
2017-08-08,44,LAWN AND GARDEN,52.6,51.0,42.0,43.1,48.5,0,0
2017-08-09,44,LAWN AND GARDEN,50.2,59.3,38.9,47.8,48.3,0,0
2017-08-10,44,LAWN AND GARDEN,42.6,42.2,43.5,43.8,53.3,12,0
2017-08-11,44,LAWN AND GARDEN,31.1,39.5,39.3,29.6,32.9,0,0
2017-08-12,44,LAWN AND GARDEN,38.4,55.6,24.8,44.5,46.6,0,0
2017-08-13,44,LAWN AND GARDEN,61.8,55.8,54.4,42.1,46.0,0,0
2017-08-14,44,LAWN AND GARDEN,36.8,49.5,36.9,37.9,33.7,0,0
2017-08-15,44,LAWN AND GARDEN,61.5,52.6,44.8,56.6,62.3,0,1
